일자,언론사,기고자,제목,통합 분류1,인물,위치,기관,키워드,keywords,본문,URL,분석제외 여부
20230728,충청투데이,강대묵 기자,대전 세종 충남 총경 전보인사 이상엽 대전경찰청 수사과장 임명,지역>대전,"윤동환,백기동,황석헌,김홍태,주진화,김성준,심헌규,이상근,길재식,박성갑,임정빈,이상엽,강대묵,임명,송재준,정준엽,대전시,이원준,송승현,정찬현,이병철,정재일,구자면,정경호,김경운,김장호,이병우,박종민,이만형,김현정,김영대,이교동","경찰서장,대전,서울,논산서장,세종,대전서부서장,충남,성서장,공주서장,장성윤,중부서장,세종청","천안서북서,기동대장,대전경찰청,유성서장,북부서장,남부서장,강북서장,충북청,대전청,112치안종합상황실,경기남부경찰청,충남청,세종남부서장,자치경찰위원회,청주상당서장,태안서장,공주서장,형사과장,홍성서장,경찰청,세종경찰청,서울청,중부서장","대전,세종,충남,총경,전보,인사,이상엽,대전경찰청,수사과장,임명,경찰청,이상엽,대전경찰청,수사,심사,담당관,수사과장,임명,총경,전보인사,단행,대전,경찰,서장,자리,대전청,공공안녕,정보,외사과장,임정빈,청문,감사,인권,담당관,112치안,종합상황실,팀장,치안지도관,이병철,서울청,치안,지도관,경무기획정보화,장비과장,공주서장,이상근,충남,공주,서장,임명,형사과장,치안지도관,장성윤,서울청,치안,지도관,청문감사인권담당관,강북서장,정재일,서울,강북,서장,과학수사과장,이교동,중부서장,발령,안보수사과장,대전시,자치,경찰,위원회,경비과장,이만,충북청,경비,과장,치안지도관,정찬현,충남청,치안,지도관,임명,과학수사과장,윤동환,대전청,과학,수사,과장,대전,서장,송재준,안보,수사과장,대전유성서장,자리,중부서장,여성청소년과장,길재식,충북청,여성,청소년,과장,임명,세종청,6명,자리,세종경찰청,경무,기획,과장,청문감사인권담당관,송승현,충남청,청문,감사,인권,담당관,수사과장,북부서장,황석헌,세종,북부,서장,임명,생활안전교통과장,112치안,이병우,충북청,치안,종합상황실,상황팀장,기동대장,수사과장,백기동,세종청,수사,과장,자리,세종,남부,서장,경무기획과장,김홍태,세종청,경무,기획,과장,임명,세종,북부,서장,경무기획정보화,김현정,대전청,경무,기획,정보,장비,치안지도관,승진,임명,충남,유성서장,이원준,대전,유성,서장,충남청,홍보,담당관,자리,자리,충남청,청문,감사,인권,담당관,박성갑,세종남,부서장,임명,112치안,종합상황실장,구자면,홍성,서장,경무기획정보화,장비과장,정경호,청주상당,서장,충남청,치안,지도관,김영대,총경,충남청,공공안녕,정보,외사과장,이동,형사과장,치안지도관,정준엽,경기,남부,경찰청,치안,지도관,임명,기동대장,김장호,세종청,기동,대장,천안서북서장,과학수사과장,심헌규,충남청,과학,수사,과장,논산서장,경무기획정보화,박종민,충남청,경무,기획,정보,장비과장,공주서장,임명,홍성서장,공공안녕정보외사과장,김경운,충남청,공공안녕,정보,외사과장,태안서장,112종합,주진화,충남청,종합,상황실장,강대묵,김성준,김중곤","충남청,세종청,충북청,세종,수사과장,치안지도관,대전청,담당관,충남,경무기획정보화,지도관,과학수사과장,이상엽,청문감사인권담당관,112치안,외사과장,중부서장,팀장,정준엽","[충청투데이 강대묵 기자] 경찰청은 27일 이상엽 대전경찰청 수사심사담당관을 수사과장으로 임명하는 등 총경 344명에 대한 전보인사를 단행했다. 

대전에서는 경찰서장 3명 등 12개 자리가 바뀐다. 

대전청 공공안녕정보외사과장에 임정빈 청문감사인권담당관이, 112치안종합상황실 팀장에 이병철 서울청 치안지도관이, 경무기획정보화장비과장에 이상근 충남 공..",https://www.cctoday.co.kr/news/articleView.html?idxno=2182051,
20230725,대전일보,이권영 기자,"충남교육청, 라오스 교원 등 20여명 초청 연수",사회>교육_시험,김지철,"서울,라오스,충남,보령시,한국,청파초등학교","교원,현대,충남도교육청,충남교육청,교육감","충남교육청,라오스,교원,연수,초청,로봇교육,인공,지능,교육,문화체험,추진,라오스,교사,대상,교육,정보,활용,능력,전문,신장,연수,개강식,김지철,교육감,연수,참가자,기념촬영,사진,충남교육청,제공,충남교육청,라오스,교사,관계자,초청,보령시,소재,충남도교육청,해양,수련원,24일,청파초등학교,연수,교육,정보,활용,능력,전문,신장,진행,라오스,교원,초청,연수,공적,개발협력,ODA,사업,2005년,2019년,15년,추진,코로나19,여파,2020년,중단,2021년,2022년,연수,진행,사업,재개,연수,로봇,교육,인공,지능,교육,ICT,활용,PC,유지,보수,우수,기관,방문,프로그램,한국문화,이해도,전통음악교육,문화,예술,공연,진행,서울,방문,과거,한국,현대,한국,동시,한국문화체험,기회,김지철,교육감,개강식,초청,연수,충남,지역,우수,인공지능교육,정보화,교육,정책,전파,선도,역할,당부,연수,기간,참석자,우정","라오스,한국,충남교육청,충남,개강식,충남도교육청,보령시,관계자,김지철,교육감,참석자,수련원,개발협력,전통음악교육,기념촬영,코로나19,한국문화체험,이해도,한국문화,인공지능교육,참가자,정보화,서울,문화체험,교육청","라오스 교사 대상 '교육정보화 활용능력 전문성 신장 연수' 개강식에서 김지철 교육감과 연수 참가자와 기념촬영을 하고 있다.<사진=충남교육청 제공> 충남교육청은 라오스 교사와 관계자 20명을 초청해 보령시 소재 충남도교육청 해양수련원 등에서 에서 24일부터 오는 8월 2일까지 청파초등학교에서 '교육정보화 활용능력 전문성 신장 연수' 진행한다고 밝혔다. 
..",http://www.daejonilbo.com/news/articleView.html?idxno=2076504,
20230725,충청일보,박보성 기자,충남 인공지능교육 매력에 빠져볼까?,사회>교육_시험,,"서울,라오스,충남,보령시,한국,청파초등학교","교원,현대,소재,충청남도교육청해양수련원,충남교육청,교육감","매력,충남,인공,지능,교육,충남교육청,2일,라오스,교원,초청,교육,정보,활용,능력,전문,신장,연수,운영,충남,교육청,라오스,교사,관계자,초청,10일,교육정보화,활용,능력,전문,신장,연수,충청남도교육청해양수련원,보령시,소재,청파초등학교,운영,25일,라오스,연수&,교원,초청,연수,공적,개발협력,ODA,사업,2005년,2019년,15년,추진,코로나19,여파,2020년,중단,2021년,2022년,연수,진행,사업,재개,연수,프로그램,로봇,교육,인공,지능,교육,ICT,활용,PC,유지,보수,우수,기관,방문,추진,한국문화,이해도,전통음악교육,문화,예술,공연,진행,서울,방문,과거,한국,현대,한국,동시,한국문화체험,기회,김지철,교육감,개강식,초청,연수,충남,지역,우수,인공지능교육,정보화,교육,정책,전파,선도,역할,당부,연수,기간,참석자,우정","충남,한국,라오스,인공지능교육,교육정보화,관계자,보령시,충남교육청,참석자,김지철,개발협력,전통음악교육,교육감,코로나19,이해도,한국문화체험,충청남도교육청해양수련원,개강식,한국문화,서울,정보화,교육청","충남교육청, 다음 달 2일까지 '라오스 교원 초청 교육정보화 활용능력 전문성 신장 연수' 운영 충남교육청은 라오스 교사와 관계자 20명을 초청하여 지난 7월 24일부터 오는 8월 2일까지 10일간 '교육정보화 활용능력 전문성 신장 연수'를 보령시 소재 충청남도교육청해양수련원과 청파초등학교에서 운영하고 있다고 25일밝혔다. 

'라오..",https://www.ccdailynews.com/news/articleView.html?idxno=2218402,
20230723,충청일보,박보성 기자,[동정]김지철 충남도교육감,지역>충남,김지철,"라오스,충남,충남도교육감,공주시,보령시","충남교육청교육연수원,교원,충남교육청해양수련원,교육감","김지철,충남도,교육감,도교육감,김지철,충남,24일,10시,충남교육청교육연수원,공주시,소재,유초등,정교사,하계,집중,연수,개강식,참석,도교육감,김지철,충남,24일,본관,보령시,소재,충남교육청해양수련원,라오스,교원,초청,정보,교육,연수,개강식,참석","김지철,개강식,라오스,보령시,공주시,충남,충남교육청해양수련원,정교사,충남도,교육감,도교육감,충남교육청교육연수원,소재,연수,하계,정보,교육,교원,집중,본관,참석","△김지철 충남 도교육감=24일 오전 10시30분 공주시 소재 충남교육청교육연수원에서 열리는 유초등 1급 정교사 하계 집중연수 개강식에 참석. 

△김지철 충남 도교육감=24일 오후 5시 보령시 소재 충남교육청해양수련원 본관에서 열리는 라오스 교원 초청 정보화교육 연수 개강식에 참석.",https://www.ccdailynews.com/news/articleView.html?idxno=2217958,예외
20230714,충청일보,박보성 기자,"예산전자공고, 군특성화반 졸업생 추수지도 실시",IT_과학>모바일,"변영우,오프라,박교범","가산,충남,경기과학기술대","야전,진로,예산전자공업고등학교,국방부,구미대,정보통신,육군정보통신학교,인하공업전문대,예산전자공고","예산전자공고,군특성화,졸업,추수,지도,국방부,협약,통신,분야,전문,부사관,양성,충남,예산전자공업고등학교,교장,변영우,11~13일,2박,3일,국방부,협력,대학,야전,부대,추수,지도,졸업,대상,추수지도,군특성화,졸업생,e-MU,진학,지도,부대,적응,상태,확인,교육,탐색,진로,안내,방문지도,국방부,협력,대학,e-MU,복무,대학,지원,전문하사,복무,온라인,수업,오프라인,수업,전문학위,취득,제도,통신,전문,기술부,사관,인하공업전문대,정보통신공학과,경기과학기술대,전자공학과,구미대,전자통신과,지원,국방부,장학금,50%,지원,노트북,지급,부사관,전문,향상,장기,부사관,진급,가산점,부여,혜택,예산전자공고,군특성화,졸업생,대상,추수지도,부대,방문,추수,지도,자대배치,부대,적응력,주특기,상담,주특기,지휘관,면담,구축,상호,협력,체계,노력,군특성화,일병,졸업,박교범,선생님,부대,방문,주특기,업무,지도,진로,상담,부대,생활,적응,군특성화,졸업생,장기부사관,목표의식,자긍심,2019년,국방부,지정,특성,지원사업,운영,예산전자공업고등학교,인성,정신,바탕,전문적,이론,연마,정보,통신,분야,유능,전문,인력,양성,예산전자공업고등학교,육군정보통신학교,MOU,체결,협조,발전,전략,추진,전문,프로그램,재학,인성교육,극기,체험,활동,견학,안보,현장,체력단련,전공,자격증,전공,취득,정보,자격증,특성,교육,진로,선택,확대,조성,노력","국방부,졸업생,추수지도,부사관,주특기,예산전자공업고등학교,자격증,군특성화,장기부사관,공학과,부여,박교범,가산점","국방부 협약으로 군(軍) 통신분야 전문기술부사관을 양성하는 충남 예산전자공업고등학교(교장 변영우)는 지난 11~13일(2박 3일)동안 국방부 협력대학 및 야전부대 추수지도를 졸업생 대상으로 실시했다. 

이번 추수지도는 군특성화반 졸업생들의 e-MU 진학 관련 지도 및 부대 적응상태를 확인하고 차기 교육에 필요한 과제 탐색 및 진로 안내를 위한 방문지도..",https://www.ccdailynews.com/news/articleView.html?idxno=2216503,
20230711,중도일보,박승군 기자,"당진꿈나래학교 김보명, 키넥트 스포츠육상 은상",사회>교육_시험,"김보명,김보영,김홍석,정보경","충남 장애학생 e페스티벌,당진꿈나래학교,충남장애학생","키넥트,당진꿈나래학교,예산꿈빛학교","당진꿈나래학교,김보명,은상,키넥트,스포츠,육상,산업,혁명,정보,능력,은상,수상,모습,김보영,학생,당진꿈나래학교,교장,김홍석,김보명,중학교,3학년,학생,예산꿈,학교,e스포츠,충남,장애,학생,키넥트,스포츠육상,은상,수상,10일,대회,당진꿈나래학교,학생,파워포인트,로봇,코딩,e스포츠,키넥트,스포츠육상,출전,분야,도내,특수학교,특수학급들,참여,정보,분야,실력,수상자,김보명,학생,시간,담임선생,연습,신기록,달성,노력,결과,성과,고등학교,진학,종목,도전,성적,이다,교사,김보명,학생,평소,스포츠,경기,신체,단련,관심,대회,출전,자신감,동기,바탕,우수,기록,단련,성적,설명,김홍석,교장,e페스티벌,충남,장애,학생,참여,최선,학생들,칭찬,격려,박수,학생들,대회,산업,혁명,정보,능력,발전,노력","김보명,e스포츠,키넥트,충남,e페스티벌,당진꿈나래학교,학생들,김홍석,김보영,스포츠육상,담임선생,고등학교,신기록,특수학급들,예산꿈,특수학교,이다,자신감,파워포인트,수상자,중학교,3학년,학생,대회,분야,스포츠,은상,성적,단련","은상을 수상한 김보영 학생 모습
당진꿈나래학교(교장 김홍석) 김보명(중학교 3학년) 학생은 지난 1일 예산꿈빛학교에서 열린 충남장애학생 e페스티벌 e스포츠-키넥트 스포츠육상 부문에서 은상을 수상했다고 10일 밝혔다.
 이번 대회에서 당진꿈나래학교의 학생 4명은 파워포인트, 로봇 코딩, e스포츠-키넥트 스포츠육상 부문에 출전해 해당 분야에서 도내 특수학교..",http://www.joongdo.co.kr/web/view.php?key=20230711010002852,
20230709,대전일보,임은수 기자,2027년까지 스마트 APC 100곳 구축,지역>전북,김종구,"충북,충남,주산","농협,농식품부,정부,농림축산식품부,정보통신,후보군,AP","2027년,스마트,APC,구축,9곳,농식품부,충남,충북,6곳,디지털,전환,분포도,지자체,광역,계획,수립,자료,농식품부,제공,정부,로봇,정보통신기술,ICT,산지유통센터,스마트,농산물,산지,유통,센터,APC,2027년,100곳,구축,농림축산식품부,APC,스마트,광역화,추진,계획,9일,후보군,원예,농산물,주산지,스마트,APC,발굴,자동화,정보화,지원,2027년,100개소,구축,주산지,농식,품부,지정,배추,양파,품목,활용,특정,품목,100억,취급,취급액,취급액,품목,50%,농협,생산,유통,통합조직,거점,역할,수행,취급액,규모,200억,법인,기준,주산지,선정,농식품부,APC,스마트화,온라인도매시장,밭작물,기계,정책,연계성,확보,방침,시설,설비,비용,지원,표준,모델,마련,구축,스마트,APC,지원,품목,주산지,연계,농산물,산지,유통,센터,역할,분담,사업,범위,규모,확대,광역화,추진,출자,APC,시설,합병,통합,추진,생산,유통,통합조직,육성,계획,지자체,광역,계획,수립,농식품부,제출,상황,APC,스마트,광역화,추진,정부,지자체,농협,지원체계,개편,정부,시설,자금,컨설팅,방위,지원,추진,지자체,원예,산업,발전,계획,수립,구축,광역,단위,지원,체계,정부,생산자단체,지원,농협,육성,산지,전문가,마련,운영,매뉴얼,개편,운영,체계,중점,지원,계획,김종구,유통,소비,정책관,APC,농산물,유통,디지털,전환,시발점,산지,경쟁력,핵심,생산,유통,정보,농가,생산,관리,마케팅,활용,산지,부가가치,창출,지원","농식품부,지자체,농산물,apc,주산지,취급액,농협,광역화,밭작물,지원체계,충남,경쟁력,김종구","지자체 광역화 계획 수립 분포도. 자료=농식품부 제공 정부가 로봇과 정보통신기술(ICT) 등을 갖춘 '스마트 농산물 산지유통센터'(APC)를 오는 2027년까지 100곳을 구축한다. 
 
농림축산식품부는 이 같은 내용의 'APC 스마트화 광역화 추진 계획'을 발표했다고 9일 밝혔다. 
 
우선 주요 원예농산물 주산지별 스마트 APC 후보군을 발굴하고, ..",http://www.daejonilbo.com/news/articleView.html?idxno=2073633,
20230707,중도일보,장병일 기자,"논산계룡교육지원청, 충남 장애 학생 e페스티벌 '빛냈다'",사회>교육_시험,"정원만,정보경","충청남도,충남,정원만,경주","키넥트,교육장,전국대회,논산계룡교육지원청,예산꿈빛학교","논산계룡교육지원청,충남,장애,학생,육상,스포츠,대회,키넥트,육상,획득,메달,출전,학생,전국,대회,충남,대표,논산계룡교육지원청,교육장,정원만,예산꿈,학교,e페스티벌,충남,장애,학생,우수,성적,6일,대회,정보,경진,대회,한글,파워포인트,육상,스포츠,대회,키넥트,육상,스포츠,대회,폴가이즈,스포츠,대회,의마블,5개,메달,4개,1개,의마블,장애학생,학생,진행,성과,의미,학생들,종목,학생,경주,개최,예정,e페스티벌,전국,장애,학생,충청남도,대표,출전,예정,정원,교육장,e페스티벌,변화,미래,사회,학생들,디지털,정보,활용,능력,향상,자신,실력,발휘,계기,논산계룡교육지원청,디지털,특수,교육,환경,조성,장애,학생,정보,역량,지속적,지원","충남,학생들,논산계룡교육지원청,e페스티벌,교육장,5개,의마블,폴가이즈,경주,키넥트,예산꿈,정원만,파워포인트,1개,4개,장애학생,충청남도,학생,대회","논산계룡교육지원청(교육장 정원만)은 1일 예산꿈빛학교에서 열린 2023 충남 장애 학생 e페스티벌에서 우수한 성적을 거뒀다고 6일 밝혔다.
이번 대회에서 정보경진대회 한글 파워포인트 부문, e스포츠대회 키넥트 육상 부문, e스포츠대회 폴가이즈 부문, e스포츠대회 모두의마블 부문에서 총 5개의 메달(금 4개, 은 1개)을 따냈고, 특히 e스포츠 모두의마블..",http://www.joongdo.co.kr/web/view.php?key=20230707010001885,
20230706,충청일보,박보성 기자,"충남도, 도서관 발전계획 '밑그림' 나왔다",지역>충남,이경란,"충남도서관,충청남도,충남,문화,충남도","충남도서관,작은도서관ㆍ학교도서관,용역사,충남대,산학협력단,공동보존자료관","충남도,도서관,밑그림,도서관,발전,계획,충남,도서관,발전,종합,계획,수립,용역,최종,보고회,충남도,공공도서관,광역대표도서관,역할,충남도서관,계획,발전,미래,비전,제시,충남도서관,도서관,문화,교육동,다목적실,충청남도,발전종합계획,도서관,발전,종합,계획,sim,수립,용역,최종,보고회,개최,이경란,충남,도서관장,용역,수행,기관,자문위원,도내,시군,도서관,관계자,30여,참석,보고회,최종,토론,진행,연구용역,비전,도서관,정책,마련,이용자,욕구,반영,지원,향상,도서관,서비스,제공,2월,추진,용역,수행,충남대,산학,협력단,보고,이날,최종,진단,도내,도서관,결과,정책,환경,도서관,정책,환경,전망,공유,충청남도,도서관,발전,종합,계획안,제안,용역사,확충,도서관,장서,운영,맞춤,프로그램,공동,보존,자료관,운영,도내,도서관,성장,발전종합계획,도서관,발전,종합,계획,sim,성과,인공지능,발달,도서관,서비스,필요성,획기,변화,시사점,공약,민선,정책,환경,이용,도민,도서관,독서,문화,실태,조사,결과,도서관,발전,종합,계획,발전종합계획,도서관,발전,종합,계획,실행과제,발굴,용역사,발전종합계획,도서관,발전,종합,계획,비전,미래,지식,문화,포용,공간&,5대,차별,도서관,환경,구축,공동체,포용,도서관,서비스,프로그램,제공,지식,문화,가치,실현,미래,도서관,운영,도서관,인프라,교류,구축,공동체,협력망,네트워크,강화,제시,실현,추진,전략,정책,도서관,건립,새단장,리모델링,독서,도서관,장서,환경,개선,문화,작은도서관,프로그램,운영,활성,생애,주기,평생,학습,강화,학교도서관,강화,운영,지원,개선,도서관,제도,개편,도서관,조직,인력,충원,충남도서관,정보,고도화,도서관,교류,도서관,협력,강화,발굴,충남도서관,용역,결과,전문가,자문,의견,종합적,도서관,발전,종합,계획,최종,마련,서비스,지역,도서관,강화,방침,충남도서관,관계자,현황,지역,도서관,문제점,파악,개선ㆍ,보완,방향,모색,발전,광역대표도서관,역할,도민,변화,사회,대응,프로그램,운영,독서문화,최선","도서관,충남도서관,충남,충청남도,충남도,공동체,연구용역,관계자,발전종합계획","'충남 제2차 도서관 발전종합계획 수립 연구용역' 최종보고회 충남도 내 공공도서관을 아우르는 광역대표도서관으로서 역할을 공고히 하기 위한 충남도서관의 중장기 발전 계획과 미래 비전이 제시됐다. 

충남도서관은 6일 도서관 문화교육동 다목적실1에서 '충청남도 제2차 도서관 발전종합계획(2024 2028)' 수립을 위한 연구용역 최종보..",https://www.ccdailynews.com/news/articleView.html?idxno=2214969,
20230706,대전일보,윤신영 기자,"충남도서관, 중장기 발전계획발표",지역>충남,이경란,"충남도서관,충청남도,충남,충남도서관 누리집 갈무리,문화","충남도서관,충남대,산학협력단","충남도서관,발전,계획,충남,도서관,발전,종합,계획,수립,용역,최종,보고회,개최,충남도서관,전경,사진,충남도서관,충남도서관,누리집,갈무리,중장기,비전,제시,충남도서관,이날,도서관,문화,교육동,다목적실,충청남도,도서관,발전,종합,계획,수립,용역,최종,보고회,개최,보고회,이경란,충남,도서관장,용역,수행,기관,자문위원,도내,시군,도서관,관계자,30여,참석,연구용역,비전,도서관,정책,마련,이용자,욕구,반영,향상,2월,진행,용역,수행,충남대,산학,협력단,보고,이날,최종,진단,도내,도서관,결과,정책,환경,도서관,정책,환경,전망,공유,발전종합계획안,충남,도서관,발전,종합,계획안,제안,보고서,확충,도서관,장서,운영,맞춤,프로그램,운영,공동,보존,자료관,도내,도서관,성장,발전종합계획,도서관,발전,종합,계획,성과,인공지능,발달,도서관,서비스,필요성,획기,변화,제시,공약,민선,정책,환경,이용,도민,도서관,독서,문화,실태,조사,결과,도서관,발전,종합,계획,발전종합계획,도서관,발전,종합,계획,실행과제,발굴,발전종합계획,도서관,발전,종합,계획,비전,미래,지식,문화,포용,공간,5대,차별,도서관,환경,구축,공동체,포용,도서관,서비스,프로그램,제공,제안,실현,추진,전략,정책,도서관,건립,새단장,도서관,장서,환경,개선,독서,문화,프로그램,운영,활성,생애,주기,평생,학습,강화,개선,도서관,제도,개편,도서관,조직,인력,충원,충남도서관,정보,고도화,발굴,충남도서관,용역,결과,전문가,자문,의견,종합적,도서관,발전,종합,계획,최종,마련,서비스,지역,도서관,강화,충남도서관,관계자,현황,지역,도서관,문제점,파악,개선,보완,방향,모색,발전,광역대표도서관,역할","도서관,충남도서관,충남,발전종합계획,관계자,자료관,연구용역","충남도서관 전경. 사진=충남도서관 누리집 갈무리 충남도서관의 중장기 발전계획과 비전이 6일 제시됐다. 
 
충남도서관은 이날 도서관 문화교육동 다목적실1에서 '충청남도 제2차 도서관 발전종합계획(2024-2028)' 수립을 위한 연구용역 최종보고회를 개최했다. 
 
보고회에는 이경란 충남도서관장과 용역 수행기관, 자문위원 및 도내 시군 도서관 관계자 등..",http://www.daejonilbo.com/news/articleView.html?idxno=2073280,
20230705,충청일보,박보성 기자,국민행복 IT 경진대회 지역예선 개최,사회>장애인,,"서울,용산구,충남장애인복지정보화협회,충청남도시각장애인복지관,정보화담당관(☏","과학기술정보통신부,정보화담당관,한국지능정보사회진흥원,광역자치단체,백범김구기념관,충남도","국민행복,충남장애인복지정보화,이달,충남,장애인,복지,정보,협회,도내,충남도,충남장애인복지정보화,이달,충남,장애인,복지,정보,협회,충청남도시각장애인복지관,도내,국민행복,경진대회&,국민,행복,경진,대회,지역예선,개최,5일,대회,장애인,고령층,결혼이민자,정보취약계층,교육생,디지털,배움터,교육,대상,정보,교육,동기,부여,디지털,포용,공감대,확산,마련,과학기술정보통신부,주최,한국지능정보사회진흥원,광역자치단체,주관,응시,경진,장애인,지체ㆍ지적,청각,시각,고령층1,75세,고령층2,74세,장년층,64세,결혼이민자,4개,진행,디지털,배움터,2021년,2023년,교육생,디지털,배움터,교육,청년,39세,장년층,64세,고령층,65세,3개,참가,신청,이달,대회,누리집,www.happyit.kr,통과자,예선,백범김구기념관,서울,용산구,개최,자격,본선,대회,참가,사항,누리집,국민,행복,경진,대회,참고,정보화,담당관,문의,정보,담당관,대회,정보취약계층,정보,교육,동기,부여,디지털,전환,정보격차,해소,실생활,도움,정보취약계층,정보,교육,운영","정보화,국민행복,고령층,장애인,누리집,정보취약계층,배움터,지역예선,부여,장년층,서울,이민자,결혼이민자,64세,용산구,담당관,광역자치단체,한국지능정보사회진흥원,과학기술정보통신부,실생활,진흥원,한국,39세,4개,공감대,65세","이달 19일 충남장애인복지정보화협회 등 도내 27곳서 충남도는 이달 19일 충남장애인복지정보화협회, 충청남도시각장애인복지관 등 도내 27곳에서 '2023 국민행복 IT 경진대회' 지역예선을 개최한다고 5일 밝혔다. 

이번 대회는 장애인, 고령층, 결혼이민자 등 정보취약계층과 디지털 배움터 교육생을 대상으로 정보화 교육 동기 부여와 디지털..",https://www.ccdailynews.com/news/articleView.html?idxno=2214573,
20230703,중도일보,김성현 기자,"충남교육청, 2023 충남 장애학생 e페스티벌 성료",사회>교육_시험,김지철,"함양,충남,충남장애학생e페스티벌,성황리,충남장애학생","충남교육,충남장애학생e페스티벌,충남대,충남교육청,교육감,예산꿈빛학교,프리젠","충남교육청,성료,충남,장애,학생,김지철,충남,교육감,예산꿈,학교,e페스티벌,충남,장애,학생,인사말,사진,충남교육청,충남,장애,학생,성황리,마무리,충남교육청,예산꿈,학교,장애학생,비장애학생,지도교사,250여,참가,충남,개최,충남장애학생e페스티벌,장애,학생,급변,정보화,시대,정보,능력,함양,여가생활,운영,행사,정보경진대회,e스포츠대회,영역,진행,특수학교,장애학생,장애,학생,참가,정보경진대회,로봇코딩,터틀,프리젠테이션,스마트,검색,소프트웨어,코딩,한글,파워,포인트,종목,e스포츠대회,클래시,로얄,육상,마블,키넥트,스포츠,종목,대회,우수,성적,학생,개최,전국장애학생e페스티벌,충남대표,출전,17개,참가학생들,선의,경쟁,김지철,교육감,장애학생,비장애학생들,행사,개최,생각,장애학생들,정보화,시대,시야,정보력,특수학교,정보,교육,기자재,구축,프로그램,장애,영역,맞춤,교육,프로그램,지원","충남,정보화,장애학생,충남교육청,김지철,마블,특수학교,e페스티벌,교육감,e스포츠대회,정보경진대회,비장애학생,여가생활,터틀,예산꿈,250여,참가학생들,정보력,로봇코딩,클래시,키넥트,전국장애학생e페스티벌,지도교사,인사말,장애학생들,성료,충남장애학생e페스티벌,충남대표,비장애학생들","김지철 충남교육감이 1일 예산꿈빛학교에서 열린 충남 장애학생 e페스티벌에서 인사말을 하고 있다.[사진=충남교육청]2023 충남장애학생 e페스티벌이 성황리에 마무리됐다.
충남교육청은 1일 예산꿈빛학교에서 장애학생과 비장애학생, 지도교사 등 250여 명이 참가한 가운데 충남장애학생e페스티벌을 개최했다.
충남장애학생e페스티벌은 장애 학생들이 급변하는 정보화시..",http://www.joongdo.co.kr/web/view.php?key=20230702010000184,
20230702,대전일보,이권영 기자,"충남교육청, 2023 충남 장애학생 e페스티벌 성료",사회>교육_시험,"정보경진대회,김지철","함양,충남,충남장애학생e페,충남장애학생","충남대,충남교육청,교육감,예산꿈빛학교,프리젠","충남교육청,성료,충남,장애,학생,특수학교,학생,비장애학생,지도교사,250여,참가,김지철,교육감,e페스티벌,충남,장애,학생,참석,학생들,격려,사진,충남교육청,제공,충남교육청,1일,예산꿈빛학교,장애학생,비장애학생,지도교사,250여,참여,충남,장애,학생,페스티벌,개최,충남,장애,학생,페스티벌,장애,학생,급변,정보화,시대,정보,능력,함양,여가생활,운영,행사,정보경진대회,e스포츠대회,영역,특수학교,장애학생,장애,학생,참가,정보경진대회,로봇코딩,터틀,프리젠테이션,스마트,검색,소프트웨어,코딩,한글,파워,포인트,종목,e스포츠대회,클래시,로얄,육상,마블,키넥트,스포츠,종목,학생들,그동안,기량,발휘,대회,우수,성적,학생,개최,전국장애학생e페스티벌,충남대표,출전,17개,참가학생들,선의,경쟁,김지철,교육감,장애학생,비장애학생들,행사,개최,생각,장애학생들,정보화,시대,시야,정보력,특수학교,정보,교육,기자재,구축,프로그램,장애,영역,맞춤,교육,프로그램,지원","충남,정보화,장애학생,특수학교,마블,충남교육청,학생들,250여,김지철,e스포츠대회,정보경진대회,e페스티벌,교육감,비장애학생,여가생활,예산꿈빛학교,터틀,예산꿈,참가학생들,로봇코딩,클래시,키넥트,정보력,지도교사,전국장애학생e페스티벌,그동안,장애학생들,성료,충남대표,비장애학생들,학생","김지철 교육감이 충남 장애학생 e페스티벌에 참석한 학생들을 격려하고 있다.<사진=충남교육청 제공> 충남교육청은 1일(토) 예산꿈빛학교에서 장애학생과 비장애학생, 지도교사 등 250여 명이 참여한 가운데 '2023 충남장애학생e페스티벌'을 개최했다. 
 
'2023 충남장애학생e페스티벌'은 장애 학생들이 급변하는 정보화시대에 발맞춰 정보화 능력을 함양하고..",http://www.daejonilbo.com/news/articleView.html?idxno=2072401,
