뉴스 식별자,일자,언론사,기고자,제목,통합 분류1,통합 분류2,통합 분류3,인물,위치,기관,키워드,keywords,본문,URL,분석제외 여부
01400201.20221113133105002,20221113,대전일보,윤평호 기자,"신동헌 천안시 부시장 ""천안 살림꾼"" 역할 톡톡",지역>충남, 지역>대전, 지역>경기,"신,신동헌","충남훈련,대도,천안,서산시,충남,천안시,충남도","복지사각지대,중앙정,서울대학교,청년기금운용심의위원회,대전고등학교","살림꾼,신동헌,천안시,부시장,천안,살림,역할,톡톡,천안,환경,비전,제시,충실,소통,창구,역할,부시장,신동헌,천안시,사진,천안시,제공,천안,공직,경험,부시장,신동헌,천안시,현장,중심,소통행정,역할,천안,살림,수행,부임,취임,부시장,충남도,환경,녹지국장,기후환경녹지국장,경험,부임,천안형,환경,안전수,천안,환경,비전,제시,현장,소통행정,안전,경제,환경,복지,행정,분야,괄목,성과,행복,복지천안,방문,복지사각지대,현장,아동,친화,도시,조성,논의,청년,정책,수요,탄력적,대응,규모,전국,최대,50만,대도시,200억,청년기금,청년,기금,조성,청년기금운용심의위원회,구성,천안,청년,나래,심혈,청년,대학인,거리,조성,실무T,구성,도출,전략,구간,발굴방안,청년,문화,콘텐츠,발굴,방안,논의,연계사업,사업효과,극대화,방안,모색,안전,천안,구축,강화,메가,가뭄,대응,역량,안전충남훈련,재난,대응,안전,충남훈련,천안시,화학,대응계획,마련,유해,화학,물질,유출,사고,각종,재난,재해,대비,합동,안전,관리,체계,구축,신동헌,부시장,천안시정,민선,천안,시정,비전,실현,중앙정부,충남도,조율,소통창구,역할,출신,충남,서산시,신동헌,부시장,대전고등학교,서울대학교,농학,학사,서울대학교,도시,계획,석사,졸업,지방고시,1회,합격,지방,환경,사무관,공직,입문","천안,천안시,부시장,신동헌,서울대학교,충남도,소통창구,천안형,50만,대도시,복지천안,200억,청년기금,복지사각지대,발굴방안,서산시,충남,녹지국장,소통행정,살림꾼","신동헌 천안시 부시장. 사진=천안시 제공 [천안]풍부한 공직 경험의 신동헌 천안시 부시장이 현장 중심의 소통행정으로 천안 살림꾼 역할을 톡톡히 수행하고 있다. 
 
지난해 11월 12일 부임해 취임 1주년을 맞은 신 부시장은 충남도 환경녹지국장, 기후환경녹지국장의 경험을 살려 부임 후 천안형 '2030 환경안전수도 천안' 환경 비전을 제시했다. 현장을 ..",http://www.daejonilbo.com/news/articleView.html?idxno=2032937,
01400201.20221113130537001,20221113,대전일보,정관희 기자,제8회 충남장애인경진대회 5개 부문 금상,사회>장애인, 사회>교육_시험, 사회>미디어,"김시원,유명균,오혜선","서산시장애인복지관,충남,충남장애인경진대회,서산시장","복지관,엑셀 유태광","5개,금상,충남,장애인,경진,대회,서산시장애인복지관,서산,서산시장애인복지관,관장,이상복,경진대회,충남,장애인,정보,경진,대회,5개,금상,수상,복지관,15명,고령부,3명,일반부,청소년부,7개,응시,유명균,고령부,문서,작성,오혜선,일반부,파워,포인트,유태광,일반부,엑셀,정송이,일반부,정보,검색,김시원,청소년부,파워,포인트,김시원,금상,고령부,금상,수상,유명균,복지관,정보화,교육,활력,장애,지도교사,감사","일반부,청소년부,고령부,복지관,장애인,유명균,김시원,5개,서산시장애인복지관,경진대회,충남,지도교사,이상복,서산시,7개,서산,정송이,유태광,정보화,오혜선,3명,정보,금상,대회,경진,포인트,파워,수상,교사,지도,장애,활력,교육,관장","[서산]서산시장애인복지관(관장 이상복)은 제8회 충남장애인정보화 경진대회에서 5개 부문 금상을 수상했다고 밝혔다. 
 
복지관에 따르면 15명(고령부 3명, 일반부 10명, 청소년부 2명)이 7개 부문에 응시하여 고령부 문서작성 유명균, 일반부 파워포인트 오혜선, 일반부 엑셀 유태광, 일반부 정보검색 정송이, 청소년부 파워포인트 김시원 씨가 각각 금상을..",http://www.daejonilbo.com/news/articleView.html?idxno=2032919,
01400601.20221113105548001,20221113,충청일보,김병한 기자,70만 천안시민의 든든한 살림꾼 신동헌 천안시 부시장 취임 1주년 맞아,지역>충남, 지역>경기, 지역>대전,"신,신동헌,박상돈","천안,서산시,충남,천안시,충남도","의회사무처,대전고,농학과,서울대,청년기금운용심의위원회,도시","천안,시민,살림,신동헌,천안시,부시장,취임,실천,행정,행정,현장,소통,코로나,시민,일상,회복,공직,경험,현장,소통,행정,살림,천안,시민,부시장,신동헌,천안시,사진,취임,부시장,1년,민선7기,마무리,민선8기,안정적,연속성,출범,토대,구축,코로나19,장기,시민,일상,회복,현안사업,속도,노력,소감,실천행정,부시장,안전,경제,환경,복지,행정,분야,괄목,성과,행정조직,체계적,관리,조직,조언자,박상돈,시장,협력자,활약,부시장,환경,안전수,비전,천안,환경,제시,그루,나무,캠페인,추진,2030년,테마,그루,나무,전망,청년정책,중점,사업,추진,200억,청년기금,조성,청년기금운용심의위원회,구성,천안,청년,나래,심혈,안전,천안,강화,메가,가뭄,대응,역량,안전충남훈련,재난,대응,안전,충남훈련,각종,재난,재해,대비,합동,안전,관리,체계,구축,코로나19,대응,코로나19,원스톱,진료,체계,구축,서비스,민간,협력,코로나19,무료,생활,방역,확대,부서,애로,사항,정책,공유,부시장,민선,천안,시정,비전,실현,중앙정부,충남도,조율,소통창구,역할,천안시민,시민,행복,안전,천안시정,현안사업,완성,열정,강조,출신,충남,서산시,신동헌,부시장,대전고,서울대,농학,학사,서울대,도시,계획,석사,졸업,지방고시,1회,합격,지방,환경,사무관,공직,입문,충남도,환경,녹지국장,기후환경녹지국장,경제통상실장,의회사무처장,역임","천안,부시장,코로나19,신동헌,서울대,충남도,천안시민,민선8기,천안시정,충남,원스톱,서산시,녹지국장,현안사업,천안시,사무처장,연속성","?발로 뛰는 실천 행정과 현장 소통 행정 통해 코로나 19 시민 일상 회복 앞 당겨 풍부한 공직 경험과 적극적인 현장 소통행정으로 70만 천안시민 살림을 챙기고 있는 신동헌 천안시 부시장(사진)이 취임 1주년을 맞았다. 

신 부시장은 ""지난 1년은 민선7기를 마무리하고 민선8기가 안정적으로 연속성 있게 출범할 토대를 구축하는 시간이었다""며 ""코로나19..",https://www.ccdailynews.com/news/articleView.html?idxno=2166821,
01400351.20221111220023001,20221111,중도일보,임붕순 기자,"서산시장애인복지관, 충남장애인경진대회서 금상 5개 수상",사회>장애인, 지역>충남, 지역>대전,"전현숙,유명균,이상복","서산시장애인복지관,충청남도,천안,충남,충남장애인경진대회,이태원","유태광,서산시장애인복지관,적십자봉사관,청소년부,충남장애인정보화협회","서산시장애인복지관,충남장애인경진대회,수상,금상,7개,응시,5개,금상,석권,눈길,쾌거,달성,장애인들,약속,적극,지원,서산시장애인복지관,충남,장애인,경진,대회,수상,금상,서산시장애인복지관,충남,장애인,경진,대회,수상,금상,서산시장애인복지관,관장,이상복,충남장애인정보화,충남,장애인,정보,협회,주최,경진대회,충남,장애인,정보,경진,대회,7개,5개,금상,수상,쾌거,11월,서산시장애인복지관,경진대회,충청남도,장애인,참가,자신,역량,발휘,대회,서산시장애인복지관,15명,고령부,3명,일반부,청소년부,참가자,7개,응시,고령부,문서,작성,금상,유명균,일반부,파워,포인트,오혜선,일반부,엑셀,유태광,일반부,정보,검색,정송,김시원,청소년부,파워,포인트,금상,차지,적십자봉사관,천안,적십자,봉사관,시상식,진행,예정,이태원사태,서산시장애인복지관,서산시,장애인,복지관,시상식,진행,대회,고령부,금상,수상,유명균씨,대회,준비,건강,악화,대회,상황,마지막,침착,지도,전현숙,선생,감사,복지관,정보화,교육,활력,장애,복지관,감사,관장,서산시,장애인,복지관,이상복,서산시장애인복지관,장애인,정보화,격차,해소,장애인들,최선","일반부,장애인,복지관,서산시장애인복지관,고령부,청소년부,7개,5개,충남장애인정보화,경진대회,유명균,충남,이상복,천안,전현숙,장애인들,시상식,충남장애인경진대회,정보화,서산시,이태원사태,이태원","서산시장애인복지관은 제8회 충남장애인경진대회서 금상 5개 수상했다.서산시장애인복지관은 제8회 충남장애인경진대회서 금상 5개 수상했다.
서산시장애인복지관(관장 이상복)은 10월 28일 충남장애인정보화협회가 주최한 제8회 충남장애인정보화 경진대회에서 7개 부문 중 5개 부문에서 금상을 수상하는 쾌거를 올렸다.
11월10일 서산시장애인복지관에 따르면, 이번에..",http://www.joongdo.co.kr/web/view.php?key=20221111010003614,
01400401.20221111112200001,20221111,중부매일,황인제 기자,'발로 뛰는 소통행정' 신동헌 천안부시장 취임 1주년,지역>충남, 지역>경기, 지역>대전,"신동헌,박상돈","천안부시장,충청남도,서산시,충남,천안시,신동헌#천안시 부시장,충남도","의회사무처,천안,중앙정부,서울대학교,대전고등학교","소통행정,신동헌,천안부시장,취임,중부매일,황인제,공직,경험,천안,살림,부시장,신동헌,천안시,취임,부시장,현장,소통행정,안전,경제,환경,복지,행정,분야,괄목,성과,행정조직,체계적,관리,조직,조언자,박상돈,시장,협력자,활약,부임,신동헌,부시장,민선7기,마무리,민선8기,안정적,연속성,출범,토대,구축,코로나19,장기,시민,일상,회복,현안사업,속도,노력,소감,민선,천안,시정,비전,실현,중앙정부,충남도,조율,소통창구,역할,천안시민,시민,행복,안전,천안시정,현안사업,완성,열정,출신,충남,서산시,신동헌,부시장,대전고등학교,서울대학교,농학,학사,서울대학교,도시,계획,석사,졸업,지방고시,1회,합격,지방,환경,사무관,공직,입문,충청남도,환경,녹지국장,기후환경녹지국장,경제통상실장,의회사무처장,역임","신동헌,천안,부시장,서울대학교,민선8기,천안시정,코로나19,충청남도,현안사업,충남,녹지국장,황인제,중부매일,서산시,천안시,사무처장,중앙정부,충남도,연속성,협력자,의회사무처장,1회,박상돈,괄목,지방고시,조언자,소통창구,통상실장,기후환경녹지국장,소통행정,행정조직,천안시민,경제통상실장,사무관","［중부매일 황인제 기자］ 풍부한 공직 경험으로 든든하게 천안의 살림을 챙기고 있는 신동헌 천안시 부시장이 취임 1주년을 맞았다. 

신 부시장은 현장을 부지런히 찾아다니며 발로 뛰는 소통행정을 펼쳐 안전, 경제, 환경, 복지 등 행정 전 분야에서 괄목할만한 성과를 냈으며, 행정조직을 체계적으로 관리해 조직의 조언자이자 박상돈 시장의 적극적인 협력자로 활..",www.jbnews.com/news/articleView.html?idxno=1376056,
02100201.20221110060106001,20221110,머니투데이,금산(충남)=정혁수|기자,"""산지부터 소비지까지"" 농산물유통 디지털로 승부",경제>유통, 경제>무역, 지역>전북,김종구,"충남,충북원예농협,금산","알리바바,구글,Google,미국,SoftBank,농식품부,만인산농협,월마트,MS,농협,정부,농식품부·한국농업기술진흥원,APC,마이크로소프트,소프트뱅크,농림축산식품부,충북원예농협,농산물유통","산지,소비지,농산물,유통,디지털,승부,우리나라,농업,미래,스마트,APC,농산물산지유통센터,성장,과언,디지털,유통,대응,혁신,스마트,APC,시작,떄문,정부,구축,스마트,APC,지원,디지털,유통,투자,인재,양성,적극,정황근,농림,축산,식품부,장관,충남,금산,스마트,APC,준공식,정부,농산물,규격화,상품화,전국,각지,APC,품목,스마트,건립,추진,과학적,품질관리,농산물,수확,품질,관리,정보화,자동화,스마트,APC,소비자,만족도,전략,차별화,생산기반,부가,가치,농산물,생산,확보,경쟁력,글로벌,수출,구상,농식품부,한국농업기술진흥원,스마트,APC,로봇,센서,통신,첨단기술,이용,농산물,저장,선별,포장,APC,자동화,한편,디지털,정보,바탕,농장,소비지,전후방,산업,연계,첨단,산지,유통,시설,윤석열정부,농업,미래성장산업화,산지,소비지,농산물,유통,추진,디지털,전환,국정과제,제시,시설,스마트,APC,금산,만인산농협,전국,농협,사전,주문,방식,조합원,생산,종류,채소,APC,상품화,대형유통업체,온라인몰,출하,콜드체인시스템,로봇,첨단,장비,활용,종류,상품,자동,생산,산지,유통,혁신,조직,충북원예농협,시범사업,스마트,APC,시범,사업,추진,조합원,유통관계자들,호응,충북원예농협,그동안,수기,APC,업무,전산,자동화,사과,생산,현장,유통매장,농산물유통,후방,정보,결합,마케팅,정보,적극,활용,농가,수취,가격,성과,해외,농업,선진국,변화,미국,대표적,유통,회사,월마트,Walmart,정보,농산물,품질,데이터화,유통,현장,품질,관리,지침,활용,지능,품질,관리,Eden,유통,센터,농산물,유통과정,발생,감소,폐기,20~30%,구글,Google,마이크로소프트,MS,소프트뱅크,SoftBank,알리바바,Alibaba,글로벌,기업,에그테크,Ag-tech,투자,상황,MS,데이터,활용,농산물,유통,구축,수요자,품질,농산물,시점,공급,예측,구축,스마트,APC,농산물,상품고급화,수출경쟁력,측면,효과적,상품고급화,뒷받침,수확,농산물,유지,중요,품질,선별,낱개,소량,포장,결국,수확,원예,농산물,상품,APC,스마트,제공,농식품부,클라우드,Cloud,통합지원시스템,스마트,APC,통합,지원,구축,디지털화,상품정보,유통,주체,공동,활용,한편,소비자,서비스,마련,계획,지능형,생산,분야,지능,농장,스마트팜,정밀,과학,영농,제시,유통,분야,디지털화,속도,생산자,조직화,스마트,APC,확산,산지유통,규모화,전문화,도매시장,한편,농산물,도매,시장,거래,제도,개선,유통환경,대응,온라인거래소,설립,경쟁력,유통구조,구상,유통소비정책관,김종구,농식품부,유통,소비,정책관,4차,산업혁명시대,스마트,농산,물산지,유통,센터,APC,농가,산지,유통,조직,성공,추진,필수,농가,소득,향상,농산물,수급,안정,산지,소비지,농산물,유통,디지털화,적극,지원","농산물,농식품부,apc,품질관리,경쟁력,소비지,지능형,디지털화,월마트,충북원예농협,산지유통","[머니투데이 금산(충남)=정혁수 기자] ""우리나라 농업의 미래는 스마트 APC(농산물산지유통센터)의 성장에 달려 있다고 해도 과언이 아니다. 디지털 유통에 대응한 새로운 혁신이 바로 스마트 APC에서 시작되기 떄문이다. 정부는 스마트 APC 구축을 지원하면서 디지털 유통을 위한 기술개발 투자는 물론 인재 양성에도 적극 나서겠다""(정황근 농림축산식품부 장..",http://news.moneytoday.co.kr/view/mtview.php?no=2022110909481890181&type=2,
01400701.20221109201709006,20221109,충청투데이,충청투데이,"태안군장애인복지관, 충남정보화경진대회 빛나는 활약",사회>장애인, 지역>충남, 지역>대전,"강영미,조남춘,이종만","태안군장애인복지관,충남장애인정보화경진대회,천안,충남장애인복지정보화협회,교육장,태안군,충남정보화경진대회","태안군장애인복지관,충남장애인복지정보화협회","태안군장애인복지관,충남정보화,경진대회,활약,태안군장애인복지관,관장,이종만,지난달,천안,충남,장애인,복지,정보,협회,정보,교육장,충남,장애인,정보,경진대회,고령층,파워,포인트,참가,조남춘님,1등,차지,금상,수상,한글,문서,작성,참가,이정희님,2등,차지,은상,고령층,파워,포인트,참가,박성옥님,3등,차지,동상,수상,일반부,엑셀,지재현님,2등,은상,허건욱님,3등,동상,선정,영예,충남장애인복지정보화,협회,주관,이날,대회,시대,지식,정보,소외,정보격자해소,발굴,장애인,우수,인재,향상,직업,능력,개최,대회,종목,스마트폰,정보,검색,파워포인트,문서,작성,엑셀,파워,포인트,일반부,청소년부,고령층부,진행,신설,고령,파워,포인트,태안군장애인복지관,1등,3등,차지,태안군,장애인,복지관,정보,강사,강영미씨,정보,사각지대,장애인들,정보,교육,자립,취업,최선,태안군장애인복지관,정보화,정보,소외,계층,집합,정보,교육기관,등록,태안군,장애인,장애인,직계,가족,대상,정보화,교육,각종대회,우수,성적","장애인,정보화,충남,태안군장애인복지관,복지관,일반부,3등,고령층,2등,충남장애인복지정보화,천안,1등,스마트폰,파워포인트,교육장,태안군,층부,정보격자,정보격자해소,강영미씨,고령층부,이정희,이정희님,지재현,박성옥님,이종만","태안군장애인복지관(관장 이종만)은 지난달 28일 천안 충남장애인복지정보화협회 정보화 교육장에서 치러진 제8회 충남장애인정보화경진대회에서 고령층부문 파워포인트과정에 참가한 조남춘님이 1등을 차지해 금상을 수상했다. 

또 한글 문서작성부문에 참가한 이정희님이 2등을 차지해 은상을, 고령층부문 파워포인트과정에 참가한 박성옥님이 3등을차지해 동상을 수상했다...",https://www.cctoday.co.kr/news/articleView.html?idxno=2170153,
01400601.20221108145901003,20221108,충청일보,박재춘 기자,"제5차 예비문화도시 홍성, 문화 귀촌 일주일 살아보기 성료",지역>충남, 지역>제주, 지역>경북,"황선돈,홍성","홍성군,호평,문화귀촌,홍성","홍성군,정보화마을,업단,홍성","홍성,예비,문화,도시,일주일,문화,귀촌,성료,호평,참여,도시민,문화,도시,홍성,연결,충남,홍성군,정보화,문당,환경,농업,정보,마을,문화귀촌,일주일,로컬,DNA,프로그램&,수료식,홍성군,문화,특화,사업단,일주일,홍성,문화귀촌,사업,로컬,DNA,예비,귀촌인,홍성,자신,정체성,체험,홍성,문화,귀촌,지역,프로그램,참가자들,네트워크,파티,사업장,체험,귀촌,창업,정보,수집,귀촌배경,귀촌,선배,교류,특별,홍성,문화,체험,경험,문화투어,홍성,문화,매력,홍성,DNA,귀촌,의지,참가자,A씨,시작,영감,회복,홍성,생각,문화관광과장,홍성군,황선돈,문화,관광,과장,예비,귀촌인,홍성,경험,지역,특색,이해,프로그램,마련,프로그램,홍성군,문화,기회,정착,계기","홍성,귀촌,홍성군,일주일,참가자,문화귀촌,정보화,도시민,황선돈,정체성,문당,네트워크,시간date,사업장,참가자들,귀촌배경,충남,성료,사업단,문화관광과장,dna,수료식,문화투어,귀촌인","참여 도시민 호평, 문화도시 홍성과의 연결을 찾아? 충남 홍성군은 지난 4일 문당환경농업 정보화마을에서 문화귀촌 일주일 살아보기 '로컬에서 나다움 DNA 찾기 프로그램'수료식을 가졌다고 밝혔다. 

홍성군 문화특화사업단의 홍성 문화귀촌 일주일 살아보기 사업인'로컬에서 나다움 DNA 찾기'는 예비 귀촌인들과 함께 홍성에서 4박..",https://www.ccdailynews.com/news/articleView.html?idxno=2165803,
01400601.20221107134934002,20221107,충청일보,송윤종 기자,"서산시, 정보화마을 페스타에서 운영평가 '우수상' 수상",지역>충북, 지역>경남, 지역>전북,,"화성시,서산시,충남,농수산,회포정보화마을,회포,농축산,동탄,경기도,여울공원","정보화마을 페스타,명품마을,행정안전부,최근명 회포정보화마을,정보화마을,금박골정보화마을,서산시,(사)정보화마을중앙협회,회포정보화마을,한국지역정보개발원","서산시,정보화,마을,페스타,운영,평가,우수,수상,회포정보화,마을,전국,정보,마을,운영,평가,우수,회포정보화,충남,서산시,회포,정보,마을,평가,정보,마을,운영,우수상,수상,7일,회포정보화,마을,금박골정보화,마을,4일,6일,경기도,화성시,동탄,여울공원,2022년,정보화,마을,페스타&,참가,정보화,마을,페스타,정보화,마을중앙협회,주관,행정안전부,한국지역정보개발원,시도,후원,행사,전국,정보,마을,참여,전국,단위,농수축산물,직거래장터,참가,정보화,마을,행사,관람객,대상,호박고구마,간척지,생강,서산시,우수,농축산물,홍보,판매,서산시,회포,정보,마을,농수산물,판매,실적,공동체,활성,우수,평가,정보,마을,운영평가,전국,선정,페스타,우수상,수상,최근명,회포,정보,마을,위원장,도시,소비자,소통,참여,화합,우수상,수상,내년,금박골정보화,마을,명품마을,도전,포부,금박골정보화,마을,명품,마을,선정,정보,마을,운영평가,상위,퍼센트,선도마을,선정,연속,상위,평가,실적,유지","정보화,서산시,회포정보화,우수상,금박골정보화,운영평가,경기도,공동체,여울공원,간척지,농수산물,명품마을,충남,행정안전부,한국지역정보개발원,화성시,호박고구마,동탄,소비자,선도마을,농수축산물,퍼센트,관람객,직거래장터,농축산물,위원장,금박골,마을중앙협회","회포정보화마을 전국 5위, 2021년 정보화마을 운영평가 우수상'수상' 

충남 서산시 회포정보화마을이 2021년 정보화 마을 운영 평가에서 우수상을 수상했다. 

7일 시에 따르면 회포정보화마을과 금박골정보화마을은 4일부터 6일까지 경기도 화성시 동탄 여울공원에서 열린 '2022년 정보화마을 페스타'에 참가했다. 

정보화마을 페스타는 ..",https://www.ccdailynews.com/news/articleView.html?idxno=2165364,
01400201.20221107112100003,20221107,대전일보,정관희 기자,서산 회포정보화마을 우수상 수상,지역>충북, 지역>경남, 지역>전북,"김동섭,최근명","화성시,서산시,충남,농수산,회포정보화마을,회포,농축산,동탄,경기도,여울공원","정보화마을 페스타,명품마을,행정안전부,최근명 회포정보화마을,정보화마을,서산시,금박골정보화마을,(사)정보화마을중앙협회,회포정보화마을,서산,한국지역정보개발원","서산,회포,정보,마을,우수,수상,정보화,마을,운영,평가,서산시,회포,정보,마을,평가,정보,마을,운영,우수상,수상,사진,서산시,제공,서산,충남,서산시,회포정보화,마을,평가,정보,마을,운영,우수상,수상,7일,회포정보화,마을,위원장,최근명,금박골정보화,마을,위원장,김동섭,3일,경기도,화성시,동탄,여울공원,정보,마을,페스타,참가,정보화,마을,페스타,정보화,마을중앙협회,주관,행정안전부,한국지역정보개발원,시도,후원,행사,전국,정보,마을,참여,전국,단위,농수축산물,직거래장터,참가,정보화,마을,행사,관람객,대상,호박고구마,간척지,생강,서산시,우수,농축산물,홍보,판매,회포,정보,마을,농수산물,판매,실적,공동체,활성,우수,평가,정보,마을,운영평가,전국,선정,페스타,우수상,수상,금박골정보화,마을,명품마을,선정,정보,마을,운영평가,상위,퍼센트,선도마을,선정,연속,상위,평가,실적,유지,최근명,회포,정보,마을,위원장,도시,소비자,소통,참여,화합,우수상,수상,내년,금박골정보화,마을,명품마을,도전,포부","정보화,서산시,우수상,회포정보화,위원장,금박골정보화,서산,경기도,간척지,여울공원,공동체,농수산물,행정안전부,한국지역정보개발원,화성시,호박고구마,동탄,소비자,선도마을,농수축산물,퍼센트,관람객,김동섭,직거래장터,농축산물,명품마을,충남","서산시 회포정보화마을이 2021년 정보화 마을 운영 평가에서 우수상을 수상했다. 사진=서산시 제공 [서산]충남 서산시는 회포정보화마을이 2021년 정보화 마을 운영 평가에서 우수상을 수상했다고 밝혔다. 
 
7일 시에 따르면 회포정보화마을(위원장 최근명)과 금박골정보화마을(위원장 김동섭)은 전날까지 3일간 경기도 화성시 동탄 여울공원에서 열린 '2022..",http://www.daejonilbo.com/news/articleView.html?idxno=2031932,
