뉴스 식별자,일자,언론사,기고자,제목,통합 분류1,통합 분류2,통합 분류3,사건/사고 분류1,사건/사고 분류2,사건/사고 분류3,인물,위치,기관,키워드,top 50,본문,URL,분석제외 여부
01100501.20230530090905001,20230530,문화일보,박정민,우리 농축산물로 ‘먹거리 복지’  취약층 건강 농가 소득 다 챙겨요,지역>전북, 지역>충북, 지역>충남,,,,"김정희,소병훈","장성군,대정,충남,해남군,강원,남도장터,청도군,거제시,고창군,충주시,화천군,괴산군,예천군,강진군,경남,충북,미국,옹진군,전북,부산,김제시,당진시,평창군,영양,진구,경북,밀양시,청양군,대구,농축산,전남,달성군,인천","농림축산식품해양수산위,농식품부,영양,국회,대한민국시도의회의장협의회,문화일보,GS25,전국,aT,정부,농식품바우처,농식품바우,농림축산식품부,한국농수산식품유통공사,달성군,농협하나로마트,농협은행","농축산물,먹거리,복지,취약,건강,농가,소득,겨요,호평,농식품바우처,시범,사업,농식품부,2020년,시행,대상,지역,전자,카드,형태,충전,꾸러미,배송,방문,판매,병행,사업,전환,전국,확대,목소리,취약,계층,농산물,소비,기회,제공,농식품바우처,사업,시범,사업,진행,지방자치단체들,호응,농식품바우처,취약,계층,채소,과일,육류,국산,농식품,구입,지급,전자,카드,형태,바우처,사진,1만,가구,시범,사업,시작,농식품바우처,사업,18개,6만,가구,확대,예정,정식,예산,사업,전환,눈앞,저소득층,양질,농산물,소비,기회,제공,영양,해소,최소,기본,보장,평가,농림,축산,식품부,한국농수산식품유통공사,농식품바우처,시범,사업,전남,강진군,장성군,해남군,경남,거제시,밀양시,전북,고창군,김제시,충북,충주시,괴산군,충남,당진시,청양군,대구,달성군,부산,진구,경북,예천군,청도군,인천,옹진군,강원,평창군,화천군,18개,취약,계층,중위소득,50%,가구,기초생활수급자,농축산물,채소,과일,육류,구매,4만,가구,기준,충전,카드,지급,11월,30일,사용,카드,지정,판매처,전국,농협하나로마트,로컬,푸드,직매장,GS25,편의점,온라인,농협몰,온라인,남도,장터,사용,거동,불편,노인,장애인,꾸러미,배송,방문판매,병행,낙인효과,해소,카드,디자인,농협은행,현금,카드,복지,수준,단계,평가,식량정책실장,김정희,농식품부,식량,정책,실장,4년,시범,사업,수혜자,입장,만족,방법,복지,전달,고민,판매처,양질,국산,농축산물,구매,한편,가난,낙인,효과,방법,사업,반영,농식품부,2025년,사업,정식,예산,사업,전환,노력,사업,저소득층,농산물,구매력,동시,필수,영양소,섭취량,사업,정부,제공,복지,서비스,수준,평가,소득,수준,국민,건강,직결,비중,소득,수준,영양,섭취,부족자,중위,소득,30%,수급자,21.1%,중위,소득,50%,초과자,12.4%,격차,중위,소득,50%,가구,식품비,지출액,2020년,기준,가구,72%,수준,신선,농축산물,인스턴트,가공,식품,소비,미국,저소득층,바우처,제도,유사,보충,영양,지원,프로그램,Supplemental,SNAP,Program,SNAP,Nutrition,Assistance,Program,SNAP,1964년,시행,푸드,스탬프,Food,Stamp,이름,기준,달러,69조,예산,투입,소득,빈곤선,130%,순소득,빈곤선,100%,자산,근로,기준,충족,가구,대상,식비,기준,금액,30%,소득,30%,수익,30%,식비,지출,가정,차액,지원,덕분,지원액,30%,농식품,소비,국내총생산,GDP,지원액,150%,증가,정책효과,지속,윤석열,정부,정책,효과,농식품바우처,사업,국정과제,지정,시범,사업,시행,지자체,만족도,소득,만족도,지역,농산물,소비,측면,농가,이득,대구,달성군,농협하나로마트,지역,로컬푸드,매장,중심,농식품바우처,사용,수혜자들,농식품바우처,사용,지원,품목,품목,식품,공산품,구매,지역,농협하나로마트,로컬푸드,매장,구매,상승,기여,시행,지역,인근,농가,제도,덕분,농축산물,소비,만족,반응,국회,사업,관심,표명,국회,주최,소병훈,농림,축산,식품,해양,수산,위원장,농식품바우,토론회,여야,참석,의원,사업,예산사업,전환,공감대,대한민국시도의회의장협의회,대정부,건의,사항,사업,농식품바우처,시범,사업,전환,대상,지역,전국,확대,포함,시범,사업,선정,투입,예산,만족,군민,달성군수,최재훈,대구,달성,군수,보장,먹거리,평등,농가,판로,확보,도움,시행,농식품바우처,제도,취약가구들,지역,경제,취약,가구,먹거리,평등,보장,최재훈,사진,대구,달성,군수,인터뷰,문화일보,농식품바우처,제도,시범,사업,공모,선정,1만,지역,가구,41억,예산,투입,시행,평소,균형,식사,군민,사업,영양가,농산물,만족,달성군,공모,선정,지역,수혜자들,지원,누락,각종,매체,사업,집중,홍보,제도,시행,저소득층,농산물,구매,최저생계비,비용,식재료,구매,산정,현금,급여,기준,현금급여,식재료,구매,비용,균등,지급,개인,소득인정액,보충적,생계급여,농축산물,구매,사용,식품구매,경제,부담,농축산물,신선,과일,육류,유제품,비교,즉석식품,가공식품,구매,군수,군민,영양가,농산물,제도,구매,만족,안전,건강,먹거리,보장,건강,영위,계기,군수,제도,효과,발휘,현물,구매,식재료,건강,식단,구성,식생활,교육,병행,지역,생산,농축산물,소비자,접근,농산물,안정,판로,보장,달성군,농가,소득향상,기여,군수,농식품바우처,지원,경제,취약,계층,식생활,개선,군민,먹거리,평등,보장,지역,생산,농축산물,안정적,소비,지원,관내,농가,지속,가능,농업,경영,체계,구축,노력","농식품바우처,농축산물,농산물,중위소득,대구,농식품부,달성군,저소득층","■ 농식품바우처 시범사업 호평



농식품부 aT, 2020년 첫 시행

대상 지역 18개 시군구로 늘어



전자카드 형태 월 4만원 충전

꾸러미 배송 방문 판매도 병행

“본사업 전환 전국 확대” 목소리



저소득 취약계층에 우리 농산물을 소비할 수 있는 기회를 제공하는 ‘농식품바우처 사업’이 시범 사업을 진행한 지방자치단체들로부터 큰 호응을 ..",http://www.munhwa.com/news/view.html?no=2023053001032005087001,사용자 분석 제외
01400201.20230529183604001,20230529,대전일보,박대항 기자,"청양군, 사회적 경제 배움터 청소년교육 마무리",지역>충남, 사회>교육_시험, 지역>대전,,,,이종필,"청양군지역활성화재단,군내,청양군",청신여자중학교,"청양군,마무리,사회,경제,배움터,청소년,교육,사회,경제,도와,학생,이해,청양군지역활성화재단,이사장,이종필,부군수,학생,군내,대상,사회,경제,활성,아카데미,사경,배움터,청소년,교육,성공적,마무리,사진,청양군,제공,청양,청양군지역활성화재단,이사장,이종필,부군수,학생,군내,대상,사회,경제,활성,아카데미,사경,배움터,청소년,교육,성공적,마무리,재단,교육,학생들,청신여자중학교,학생,대상,진행,학교,협동조합,설립,절차,사회,경제,학생들,이해,교육,실습,학교,협동조합,이해,사회,경제,기업,설립,사례,사업,계획,수립,워크숍,총회","학생들,배움터,청신여자중학교,청양군지역활성화재단,청양군,협동조합,도와,이종필,이사장,청양,부군수,교육,이해,경제,학생,마무리,학교,설립,대상,군내,사회,수립,사례,아카데미,절차,총회,워크숍",청양군지역활성화재단(이사장 이종필 부군수)이 군내 초중고 학생을 대상으로 한 '2023년 사회적 경제 활성화 아카데미 사경 배움터 청소년교육'을 성공적으로 마무리했다.사진=청양군 제공 [청양]청양군지역활성화재단(이사장 이종필 부군수)이 군내 초중고 학생을 대상으로 한 '2023년 사회적 경제 활성화 아카데미 사경 배움터 청소년교육'을 성공적으로 마무리했..,http://www.daejonilbo.com/news/articleView.html?idxno=2066401,
01400701.20230526201451001,20230526,충청투데이,윤양수 기자,"청양군, 사회적 경제 배움터 청소년교육 마무리",지역>충남, 지역>광주, 사회>교육_시험,,,,,"군내,청양군","청양군지역활성화재단,청신여자중학교","청양군,마무리,사회,경제,배움터,청소년,교육,청양군지역활성화재단,학생,군내,대상,사회,경제,활성,아카데미,사경,배움터,청소년,교육,성공적,마무리,재단,교육,학생들,청신여자중학교,학생,대상,진행,학교,협동조합,설립,절차,사회,경제,학생들,이해,교육,실습,학교,협동조합,이해,사회,경제,기업,설립,사례,사업,계획,수립,워크숍,총회","배움터,학생들,청신여자중학교,협동조합,청양군지역활성화재단,청양군,교육,경제,학생,학교,이해,설립,마무리,대상,군내,사회,수립,사례,아카데미,절차,총회,워크숍,계획,사업,진행,실습,성공,사경,성공적,활성,기업","[충청투데이 윤양수 기자] 청양군지역활성화재단이 군내 초중고 학생을 대상으로 한 ‘2023년 사회적 경제 활성화 아카데미 사경 배움터 청소년교육’을 성공적으로 마무리했다. 

재단에 따르면 올해 교육은 청신여자중학교 1학년 학생들을 대상으로 4월 12일부터 5월 17일까지 진행됐으며, 학교 협동조합 설립 절차 등 사회적 경제에 대한 학생들의 이해를 도왔..",https://www.cctoday.co.kr/news/articleView.html?idxno=2178657,
01400601.20230526112902001,20230526,충청일보,이용현 기자,"청양군, 사회적 경제 배움터 청소년교육 마무리",지역>충남, 사회>교육_시험, 지역>광주,,,,이종필,"청양군지역활성화재단,군내,청양군,충남",청신여자중학교,"청양군,마무리,사회,경제,배움터,청소년,교육,충남,청양군지역활성화재단,이사장,이종필,부군수,재단,군내,학생,대상,2023년,청소년교육&,사회,경제,활성,아카데미,사경,배움터,청소년,교육,성공적,마무리,재단,교육,학생들,청신여자중학교,학생,대상,진행,학교,협동조합,설립,절차,사회,경제,학생들,이해,교육,실습,학교,협동조합,이해,사회,경제,기업,설립,사례,사업,계획,수립,워크숍,총회","배움터,학생들,청신여자중학교,협동조합,이사장,이종필,청양군지역활성화재단,부군수,충남,청양군,교육,경제,재단,학교,학생,이해,마무리,설립,사회,수립,사례,아카데미,대상,절차,총회,워크숍,군내,계획,사업,진행,실습","충남 청양군지역활성화재단(이사장 이종필 부군수, 이하 재단)이 군내 초,중,고 학생을 대상으로 한 '2023년 사회적 경제 활성화 아카데미 사경 배움터 청소년교육'을 성공적으로 마무리했다. 

26일 재단에 따르면 올해 교육은 청신여자중학교 1학년 학생들을 대상으로 4월 12일부터 5월 17일까지 진행됐으며, 학교 협동조합 설립 절차 등 ..",https://www.ccdailynews.com/news/articleView.html?idxno=2207161,
02100701.20230526084410002,20230526,헤럴드경제,이권형 기자,"충남도, 구기순 구기엽 전용 품종 ‘청순’ 선봬",경제>자원, 지역>충남, 지역>전북,,,,"윤종흥,이보희","청양군,비봉면,충남도","구기자연구소,하우스,농업기술원","충남도,구기순,구기엽,청순,전용,품종,선봬,충남,농업,기술원,구기자,연구소,농가,청양군,비봉면,구기자,구기순,구기엽,청순,생산,전용,구기자,평가회,현장,실증,개최,구기자연구소,청순,품종,육성,봄철,별미,구기순,연중,생산,품종,출원,등록,구기순1호,대체,가공,식품,원료,음식,재료,구기자,범위,용도,활용,확대,청순,품종,구기순1호,구기순,루틴,함량,3배,생산량,2배,재배,농가,소득,향상,도움,전망,농업기술원,품종보호권,등록,재배,농가,활용,가능,검토,농가,보급,계획,농업,구기자,재배,30여,참석,현장,평가회,평가,농가,비가림,하우스,재배,포장,현장,구기순,이용,나물무침,구기순,시식회,구기순,마련,활용,가능,확인,청순,구기자,재배,윤종흥,구기자작목반,반장,그동안,재배,품종,혹응애,해충,수량,생산량,증가,만큼,소득,증가,우수성,평가,충남,이보희,농업,기술원,구기자,연구소,육종,팀장,청순,루틴,함량,건강식품,순나물용,부재료,활용성,용도,구기자,이용,방법,소득,증대,지역,특산,식품,박차","구기순,농업기술원,구기자연구소,생산량,충남,연구소,이보희,청양군,윤종흥,루틴,평가회,기술원,구기순1호,구기엽","[헤럴드경제(홍성)= 이권형기자] 충남도 농업기술원 구기자연구소는 26일 청양군 비봉면 구기자 농가에서 구기순 구기엽 생산 전용 구기자 신품종 ‘청순’의 현장 실증 평가회를 개최했다. 
 
 구기자연구소에 따르면 ‘청순’ 품종 육성으로 봄철 별미인 구기순을 연중 생산할 수 있다. 
 
 올해 품종 출원하면 지난 2008년 등록된 구기순1호를 대체해 앞으..",http://biz.heraldcorp.com/view.php?ud=20230526000052,사용자 분석 제외
01400401.20230525091602002,20230525,중부매일,이병인 기자,청양소방서 '지역 물품 구매 챌린지' 동참,지역>전북, 경제>경제일반, 지역>경기,,,,"이경원,김희규,김정운,차미숙","경기,청양전","한전,청양군,청양소방서,청양소방서장,청양지사장,한국전력공사","청양소방,지역,물품,구매,챌린지,동참,중부매일,이병,김희규,청양,소방서장,청양전통시장,방문,청양군,챌린지,경제,캠페인,지역,물품,구매,동참,스마트,청양,군민,운동,지역경제,취지,릴레이,방식,코로나19,침체,지역,활력,지역,경제,추진,청양소방서장,이날,김희규,청양,소방서장,차미숙,의장,차미숙,지목,챌린지,참여,시장,군민들,대상,지역,물품,구매,동참,장려,행사,활기,김희규,청양,소방서장,챌린지,경기,침체,어려움,상인들,지역경제,도움,김희규,청양,소방서장,주자,챌린지,청양지사장,이경원,한전,청양,지사장,청양전력지사장,김정운,한국전력공사,청양,전력,지사장,지목","청양,김희규,지역경제,소방서장,차미숙,지사장,김정운,한국전력공사,한전,이경원,상인들,코로나19,청양군,청양전력지사장,청양전통시장,청양지사장,군민들,청양소방서장,청양소방,지역,챌린지,경제,동참,시장,침체","［중부매일 이병인 기자］ 김희규 청양소방서장은 지난 24일 14시경 청양전통시장을 방문하여 청양군의 선순환 경제 캠페인 '지역 물품 구매 챌린지'에 적극적으로 동참했다. 

이번 스마트청양 범군민운동은 지역경제를 살리자는 취지의 릴레이 방식으로, 코로나19 이후 침체된 지역에 활력을 불어넣어 지역경제 선순환을 돕고자 추진됐다. 

이날 김희규 청양소방서..",www.jbnews.com/news/articleView.html?idxno=1395265,
01400201.20230523180042001,20230523,대전일보,박대항 기자,청양 청년협동조합 '수상한 괴짜들' 공유 카페 개점,지역>울산, 지역>충남, 지역>경기,,,,이성재,"청양군,맥문동,청양지역,청양","청년협동조합,청양 청년협동조합,청양지역","청양,청년,협동조합,괴짜들,개점,공유,카페,과거,여관,자리,장소,변신,청양,지역,청년,협동조합,괴짜들,대표,이성재,공유경제,가치,실현,카페,현관,공유냉장고,설치,공유,실천,주민,이용,시간,연중무휴,사진,청양군,제공,청양,청양지역,청년협동조합,괴짜들,대표,이성재,청양,지역,과거,제과제빵,베이커리,카페,빈관,개점,설립,협동조합,정보공학,활용,지역,유휴공간,취약계층,주민들,일자리,지원,실현,사회,환경,가치,11월,초코,식빵,식빵,맥문동,큐브,지역,임산물,활용,제과,제빵,식품,이날,황금기,국일여관,청양읍,소재,현세대,감성,재해석,카페,협동조합,공유경제,가치,실현,카페,현관,공유냉장고,설치,공유,실천,주민,이용,시간,연중무휴,공유냉장고,이웃,음식,먹거리,사각지대,해소,음식물,탄소,배출,감소,사업,관계자,공간,현세대,공간,공유경제,대장정,시작,괴짜들,응원,영향력,아이디어,청년들,지역,안정적","협동조합,연중무휴,청양,청양지역,제과제빵,공유경제,청년협동조합,현세대,이성재,냉장고,괴짜들,공유냉장고,황금기,국일여관,사각지대,청양읍,음식물,영향력,청양군,주민들,취약계층,일자리,맥문동,관계자,대장정,청년들,정보공학,재해석,유휴공간,임산물,빈관","청양지역 청년협동조합 '수상한 괴짜들'(대표 이성재)이 공유경제의 가치를 실현하기 위해 카페 현관에 공유냉장고를 설치, 공유와 나눔을 실천하고 싶은 주민 누구나 24시간 연중무휴 이용할 수 있게 했다.사진=청양군 제공 [청양]청양지역 청년협동조합 '수상한 괴짜들'(대표 이성재)이 지난 22일 청양지역의 과거와 현재를 보여주는 제과제빵(베이커리) 카페 '..",http://www.daejonilbo.com/news/articleView.html?idxno=2065523,
01400401.20230523111705002,20230523,중부매일,이병인 기자,청양 '이플아토' 우수 예비사회적기업 선정,사회>여성,,,,,,"전창수,허지혜","청양군,청양지역,청양",여성가족부,"청양,이플아토,우수,예비,사회,기업,선정,중부매일,이병,청양,지역,여성,가족,예비,사회,기업,이플아토,대표,허지혜,여성,가족부,주관,우수,기업,선정,청양군,설립,이플아토,여성,가족부,주관,예비,사회,기업,지정,선정,이플아토,여성가족부,300만,사업,개발비,최대,융자지원,자연,재료,정직,무장,이플아토,여성,경력,단절,이주여성들,지역,정착,성장,사회,가치,실현,기업,천연비누,천연디퓨저,반려,동물,비누,생산,전국적,인기,전창수,사회,경제과장,이플아토,기업,역량,사회,가치,여성,가족부,주관,우수,예비,사회,기업,선정,사회적,여성,가족부,인증,사회,기업,성장,지원","이플아토,여성가족부,가족부,300만,전창수,청양,퓨저,천연디,천연디퓨저,개발비,융자지원,이주여성들,허지혜,경제과장,천연비누,청양군,여성,기업,비누,사회적","［중부매일 이병인 기자］ 청양지역 여성 가족형 예비사회적기업 ㈜이플아토(대표 허지혜)가 23일 여성가족부 주관 '우수' 기업에 선정됐다. 

청양군에 따르면 지난 2021년 4월 설립한 이플아토는 같은 해 12월 여성가족부 주관 예비사회적기업으로 지정됐다. 

이번 선정으로 이플아토는 여성가족부로부터 사업개발비 최대 300만 원과 융자지원을 받게 됐다...",www.jbnews.com/news/articleView.html?idxno=1394983,
01400351.20230523220134001,20230523,중도일보,최병환 기자,"이종필 청양부군수, ‘스마트청양' 캠페인",지역>충북, 지역>전북, 지역>충남,,,,"이진우,이종필,추진위","군내,하단,달빛마켓,청양,정산전통시장","청양군,청양사회경제네트워크,부군수,달빛마켓","이종필,청양부,군수,스마트청양,캠페인,행사장,달빛,마켓,당부,지역역,물품,구매,청양군,정산,전통,시장,달빛,마켓,행사,지역경제,스마트청양,운동,스마트,청양,캠페인,사진,청양사회경제네트워크,주관,달빛,마켓,운영,부스,공연,먹거리,판매,소비자,부군수,이날,이종필,이진우,추진,위원장,분과,위원,청양,어깨띠,시장,주민,구매,지역,물품,동참,스마트청양,군민운동,당부,부군수,지역,물품,구매,챌린지,참여,주자,군청,과장,면장,지목,지목,챌린지,누리집,홈페이지,챌린지,맛집,추천,지역,물품,구매,챌린지,전개,참여,방법,군청,누리집,접속,메뉴,소통,참여,정책,참여,스마트청양,청양,청양,하단,차례,클릭,인증,휴대전화,절차,제목,사진,등록,연말,기관,단체,80%,공직자,전원,참여","스마트청양,청양,이종필,누리집,부군수,달빛,이진우,부스,공직자,행사장,군민운동,휴대전화,위원장,소비자,청양사회경제네트워크,청양부,청양군,홈페이지,어깨띠","청양군이 19일 정산전통시장에서 열린 달빛마켓 행사에서 지역경제 살리기 범군민 운동 '스마트청양' 캠페인을 벌였다.〈사진〉
청양사회경제네트워크가 주관한 5월 달빛마켓은 30여 부스 운영과 공연, 먹거리 판매로 소비자의 눈과 귀를 즐겁게 했다
이날 이종필 부군수와 이진우 추진위원장, 분과별 위원들은 '청양에서 장 보자""라는 어깨띠를 매고 시장을 찾은 주민..",http://www.joongdo.co.kr/web/view.php?key=20230522010006401,
01400351.20230522220134001,20230522,중도일보,최병환 기자,청양구기자 재배농가 역량 강화 교육,지역>울산, 지역>충남, 지역>전북,,,,,"청양구,군내,청양구기자연구회장,대치면,청양구기","청양군,청양구기자,농림축산식품부","교육,청양구,재배,농가,역량,강화,재배,농가,대상,재배,병해충방제,실무,교육,청양군,40여,구기자,재배,농가,대상,역량,강화,교육,사진,농장,신춘식,청양구,회장,교육,재배,병해충,방제,실무,중심,진행,즉석,상담,토의,농가,교육,만족도,3월,1회,신규,귀농인,5년,귀농인,대상,군내,농가,외부,전문가,역량교육,100년,재배역사,자랑,청양구기자,품목,지역,특화,전국,시장,지배,소규모,고령화,관습,재배,대외경쟁력,상황,재배,규모,전문화,기계화,경영비,절감,구기자,생산,각종,지원,조성사업비,청양구,융복합,산업,지구,조성,사업비,30억,확보,대치면,먹거리,종합,타운,부지,구기자산지유통센터,조성,구기자사업단,구성,생산자,소비자,교육,전략상품개발,홍보마케팅,집중,농림,축산,식품부,사업비,활용,개선,효능,청양구기자,건강,식품,개별,인증,확보,진행,관계자,청양구기자,효능,작목,한약재,활용,원물,유통,극복,구기자,산업,생산,제조,가공,유통,서비스,복합,6차,산업,전환","청양구,청양구기자,사업비,1회,대치면,귀농인,신춘식,융복합,병해충,홍보마케팅,기계화,소규모,경영비,고령화,전문화,생산자,경쟁력,구기자산지유통센터","청양군이 19일 구기자 재배 농가 40여 명을 대상으로 역량 강화교육을 했다.〈사진〉
신춘식 청양구기자연구회장 농장에서 열린 이 날 교육은 재배 기술과 병해충 방제 등 꼭 필요한 실무 중심으로 진행됐다. 이어 즉석 상담과 토의로 농가의 교육 만족도를 높였다. 군은 3월부터 매월 1회 이상 신규 귀농인과 5년 차 이내 귀농인을 대상으로 군내 선도 농가와 ..",http://www.joongdo.co.kr/web/view.php?key=20230522010006402,사용자 분석 제외
01400201.20230522183109001,20230522,대전일보,박대항 기자,"청양군, 정산 달빛마켓에서 '스마트청양' 캠페인",지역>충남, 지역>전북, 지역>충북,,,,,"군내,정산,청양군,하단,달빛마켓,청양,정산면","청양군,부군수,청양사회경제네트워크,달빛마켓","청양군,정산,달빛,마켓,스마트청양,캠페인,단체,80%,공직자,전원,참여,청양군,정산면,전통,시장,행사,달빛,마켓,지역경제,스마트청양,운동,스마트,청양,캠페인,전개,사진,청양군,제공,청양,청양군,정산면,전통,시장,행사,달빛,마켓,지역경제,스마트청양,운동,스마트,청양,캠페인,전개,이종필,부군수,이진우,스마트,청양,추진,위원장,분과,위원,참여,청양,어깨띠,시장,소비자들,대상,구매,지역,물품,동참,스마트청양,군민운동,당부,부군수,지역,물품,구매,챌린지,참여,주자,산하,과장,면장,지목,지목,챌린지,별도,지난달,누리집,홈페이지,챌린지,맛집,추천,지역,물품,구매,챌린지,전개,참여,방법,군청,누리집,접속,메뉴,소통,참여,정책,참여,스마트청양,청양,청양,하단,차례,클릭,인증,휴대전화,절차,제목,사진,등록,연말,기관,단체,80%,공직자,전원,참여,챌린지,전개,계획,청양사회경제네트워크,주관,이날,달빛,마켓,운영,부스,공연,먹거리,판매,소비자들","청양,스마트청양,청양군,누리집,부군수,달빛,부스,소비자들,정산면,이진우,군민운동,공직자,휴대전화,위원장,청양사회경제네트워크,소비자,홈페이지,이종필,어깨띠,지역경제","청양군이 정산면 전통시장에서 열린 5월 달빛마켓 행사에서 지역경제 살리기 범군민 운동 '스마트청양' 캠페인을 전개했다.사진=청양군 제공 [청양]청양군이 정산면 전통시장에서 열린 5월 달빛마켓 행사에서 지역경제 살리기 범군민 운동 '스마트청양' 캠페인을 전개했다. 
 
이종필 부군수와 이진우 스마트청양추진위원장을 비롯한 분과별 위원들이 참여해 '청양에서 ..",http://www.daejonilbo.com/news/articleView.html?idxno=2065295,
01400201.20230522183106002,20230522,대전일보,박대항 기자,100년 역사 청양구기자 소비자에 맞는 구기자 생산에 주력,지역>전북, 지역>충남, 지역>울산,,,,신춘식,"청양구,군내,청양군,대치면,양사리,청양구기,비봉면","청양구기자연구회장,청양구기자연구회,청양구기자,농림축산식품부","역사,청양구,소비자,구기자,생산,주력,강화,청양구,재배,농가,역량,전통,청양구기자,변모,구기자,사랑,귀농,귀농인,구기자,재배,농가,참여,비봉면,양사리,신춘식,사진,오른쪽,청양구기자연구회장,농장,역량,강화,교육,진행,구기자,변신,사진,청양군,제공,청양,100년,전통,청양구기자,변모,구기자,생산,농가,역량,강화,청양구기자,변신,구기자,사랑,귀농,귀농인,구기자,재배,농가,비봉면,양사리,신춘식,사진,오른쪽,청양구기자연구회장,농장,역량,강화,교육,진행,구기자,변신,교육,재배,병해충,방제,현장,실무,중심,진행,즉석,상담,토의,수강,농가,만족도,청양군,3월,1회,역량,강화,시간,군내,농가,외부,전문가,신규,귀농인,5년,귀농인들,재배,역사,자랑,청양구기자,품목,지역,특화,전국,시장,지배,소규모,고령화,관습,재배,대외경쟁력,상황,청양군,청양구기자연구회,재배,규모,전문화,기계화,경영비,절감,구기자,생산,각종,지원,구기자역량강화,진력,조성사업비,청양구,융복합,산업,지구,조성,사업비,30억,확보,대치면,먹거리,종합,타운,부지,구기자산지유통센터,조성,구기자사업단,구성,생산자,소비자,교육,전략상품개발,홍보마케팅,집중,농림,축산,식품부,사업비,활용,개선,효능,청양구기자,건강,식품,개별,인증,확보,진행,신춘식,회장,청양구기자,구기자,생산,주력,이젠,소비자들,구기자,모색,노력,생산,구기자,진력,신규,귀농인,구기자,생산,농가,구기자생산,투여,노하우,공개,전달,생각,관계자,청양구기자,효능,작목,한약재,활용,원물,유통,극복,구기자,산업,생산,제조,가공,유통,서비스,복합,6차,산업,전환","청양구,청양구기자,소비자,사업비,청양군,귀농인,신춘식,대치면,비봉면,융복합,홍보마케팅,소규모,기계화,고령화","-청양구기자 재배 농가 역량 강화 
 
 
 
 
 
100년 전통의 청양구기자의 참다운 변모를 위해 구기자를 사랑해 귀농한 귀농인을 비롯해 구기자 재배 농가 40여 명이 참여한 가운데 비봉면 양사리 신춘식(사진 오른쪽) 청양구기자연구회장의 농장에서 역량 강화교육을 진행하는 등 구기자의 새로운 변신에 힘을 모았다.사진=청양군 제공[청양]100년 전통의 ..",http://www.daejonilbo.com/news/articleView.html?idxno=2065296,사용자 분석 제외
01400601.20230522155704002,20230522,충청일보,이용현 기자,"청양군의회, 지역 물품 구매 챌린지 적극 동참",지역>충남, 경제>경제일반, 지역>전북,,,,"서봉수,김희규,차미숙","소방서장,청양군,충남,청양","청양군의회,청양농어촌공사 지사장 지목,청양소방서,청양지사장,한국농어촌공사","청양군의회,지역,물품,구매,챌린지,적극,동참,차미숙,군의장,챌린지,주자,김희규,소방서장,서봉수,청양군의회,청양농어촌공사,지사장,지목,충남,정산,시장,방문,지역,챌린지&,물품,구매,챌린지,동참,지역,물품,구매,챌린지,침체,지역,활력,지속,가능,지역,경제,운동,청양,김돈곤,청양,군수,추천,챌린지,참여,의장,이날,차미숙,군의원들,시장,챌린지,적극,참여,주민들,대상,지역,물품,구매,동참,장려,행사,활기,차미숙,의장,챌린지,활성화,청양군,지역,경제,활성,신호탄,군의회,지역,경제,활성,다방면,고심,의정활동,차미숙,의장,주자,챌린지,김희규,청양,소방서장,청양지사장,서봉수,한국농어촌공사,청양,지사장,지목","청양,차미숙,김희규,서봉수,청양군,충남,지사장,청양농어촌공사,한국농어촌공사,청양군의회,소방서장,활성화,의정활동,다방면,김돈곤,신호탄,군의회,주민들,군의원,군의원들,청양지사장,군의장","차미숙 군의장,다음 챌린지 주자로 김희규 소방서장,서봉수 청양농어촌공사 지사장 지목 충남 청양군의회는 지난 19일 정산시장을 방문하여 '지역 물품 구매 챌린지'에 동참했다. 

이번 지역 물품 구매 챌린지는 침체된 지역에 활력을 불어넣고, 지속 가능한 지역경제 선순환을 위한 청양 범군민 운동으로 김돈곤 청양군수의 추천으로 챌린지에 참여하게..",https://www.ccdailynews.com/news/articleView.html?idxno=2206096,
